ID_HECHO,FECHA,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,GRAVEDAD,ROL_VICTIMA,RANGO_ETARIO
LC-2019-0180035,2019-03-23,,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0180035,2019-03-23,,FEMENINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0181462,2019-03-24,,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0181476,2019-03-24,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0181551,2019-03-24,,FEMENINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0181570,2019-03-24,,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0181623,2019-03-24,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0181633,2019-03-24,,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0181688,2019-03-24,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0181702,2019-03-24,,FEMENINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0181702,2019-03-24,,FEMENINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0181712,2019-03-24,,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0503723,2019-08-13,,FEMENINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0181752,2019-03-24,,MASCULINO,59.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0181910,2019-03-24,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182084,2019-03-24,,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0182108,2019-03-24,,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0182181,2019-03-24,,FEMENINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0182181,2019-03-24,,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0182283,2019-03-24,,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182322,2019-03-24,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182322,2019-03-24,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182355,2019-03-24,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182355,2019-03-24,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182355,2019-03-24,,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0182357,2019-03-24,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0182384,2019-03-24,,MASCULINO,56.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0182448,2019-03-24,,MASCULINO,59.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0182497,2019-03-24,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182513,2019-03-24,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0182522,2019-03-24,,MASCULINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0182543,2019-03-24,,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182719,2019-03-24,,MASCULINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0187109,2019-03-24,,MASCULINO,53.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0192763,2019-03-24,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0182722,2019-03-25,,MASCULINO,64.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0183276,2019-03-25,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0183305,2019-03-25,,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0183403,2019-03-25,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0183498,2019-03-25,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0183526,2019-03-25,,FEMENINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0183526,2019-03-25,,FEMENINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0183844,2019-03-25,,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0183915,2019-03-25,,MASCULINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0184071,2019-03-25,,MASCULINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0184071,2019-03-25,,MASCULINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0184071,2019-03-25,,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0184071,2019-03-25,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0184071,2019-03-25,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0184098,2019-03-25,,FEMENINO,17.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2019-0184120,2019-03-25,,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0184158,2019-03-25,,FEMENINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0184365,2019-03-25,,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0184550,2019-03-25,,,,LEVEMENTE HERIDO,,
LC-2019-0184558,2019-03-25,,,,LEVEMENTE HERIDO,,
LC-2019-0184576,2019-03-25,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0184580,2019-03-25,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0184618,2019-03-25,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0184700,2019-03-25,,,,LEVEMENTE HERIDO,,
LC-2019-0184784,2019-03-25,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0184951,2019-03-25,,,,LEVEMENTE HERIDO,,
LC-2019-0185036,2019-03-25,,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0185037,2019-03-25,,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0313642,2019-05-20,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0773988,2019-12-06,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0185105,2019-03-25,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0185121,2019-03-25,,MASCULINO,20.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0185123,2019-03-25,,FEMENINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0185123,2019-03-25,,FEMENINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0185277,2019-03-25,,FEMENINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0185349,2019-03-25,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0185441,2019-03-25,,FEMENINO,61.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0185518,2019-03-25,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0185519,2019-03-25,,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0185523,2019-03-25,,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0185560,2019-03-25,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0185593,2019-03-25,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0185731,2019-03-25,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0185731,2019-03-25,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0200398,2019-03-31,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0625326,2019-10-05,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187314,2019-03-25,,MASCULINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187842,2019-03-25,,MASCULINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188349,2019-03-25,,FEMENINO,76.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0190510,2019-03-25,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0192717,2019-03-25,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193615,2019-03-25,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0202077,2019-03-25,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0186800,2019-03-25,,FEMENINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0183184,2019-03-25,,MASCULINO,49.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0185774,2019-03-26,,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0185805,2019-03-26,,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0415688,2019-07-04,,MASCULINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0185900,2019-03-26,,FEMENINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0185957,2019-03-26,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0185971,2019-03-26,,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0457933,2019-07-24,,MASCULINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0186152,2019-03-26,,MASCULINO,10.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2019-0186364,2019-03-26,,FEMENINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0186370,2019-03-26,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0186468,2019-03-26,,FEMENINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0186488,2019-03-26,,FEMENINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0186795,2019-03-26,,FEMENINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0186795,2019-03-26,,FEMENINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0186842,2019-03-26,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0186958,2019-03-26,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187018,2019-03-26,,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187080,2019-03-26,,FEMENINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187099,2019-03-26,,MASCULINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0187228,2019-03-26,,FEMENINO,64.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0187365,2019-03-26,,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187365,2019-03-26,,FEMENINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0187728,2019-03-26,,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0187808,2019-03-26,,MASCULINO,5.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2019-0187997,2019-03-26,,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0595307,2019-09-22,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188098,2019-03-26,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0188194,2019-03-26,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188210,2019-03-26,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188221,2019-03-26,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188265,2019-03-26,,FEMENINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0188368,2019-03-26,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188368,2019-03-26,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188422,2019-03-26,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188422,2019-03-26,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188426,2019-03-26,,MASCULINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0188426,2019-03-26,,FEMENINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0188457,2019-03-26,,FEMENINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188476,2019-03-26,,FEMENINO,76.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0188476,2019-03-26,,MASCULINO,76.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0188476,2019-03-26,,FEMENINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188476,2019-03-26,,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0188476,2019-03-26,,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188476,2019-03-26,,FEMENINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0188476,2019-03-26,,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188476,2019-03-26,,FEMENINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188476,2019-03-26,,FEMENINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0188476,2019-03-26,,MASCULINO,66.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0188476,2019-03-26,,FEMENINO,20.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188476,2019-03-26,,FEMENINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0188476,2019-03-26,,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0188476,2019-03-26,,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188476,2019-03-26,,MASCULINO,57.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0188476,2019-03-26,,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188624,2019-03-26,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188661,2019-03-26,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0188699,2019-03-26,,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0188832,2019-03-26,,FEMENINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188891,2019-03-26,,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0188898,2019-03-26,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0188938,2019-03-26,,FEMENINO,83.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0190959,2019-03-26,,,,LEVEMENTE HERIDO,,
LC-2019-0205994,2019-03-26,,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0490281,2019-08-07,,MASCULINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0185937,2019-03-26,,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0189233,2019-03-27,,FEMENINO,69.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0189233,2019-03-27,,FEMENINO,69.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0189233,2019-03-27,,MASCULINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0189233,2019-03-27,,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0189498,2019-03-27,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0189513,2019-03-27,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0189889,2019-03-27,,MASCULINO,59.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2019-0189997,2019-03-27,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0190025,2019-03-27,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0190222,2019-03-27,,FEMENINO,88.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0190280,2019-03-27,,FEMENINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0190299,2019-03-27,,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0190469,2019-03-27,,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0190698,2019-03-27,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0623955,2019-10-04,,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0191042,2019-03-27,,FEMENINO,,LEVEMENTE HERIDO,,
LC-2019-0191045,2019-03-27,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0191133,2019-03-27,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0191350,2019-03-27,,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0191352,2019-03-27,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191383,2019-03-27,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0191400,2019-03-27,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2019-0191427,2019-03-27,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191496,2019-03-27,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0191571,2019-03-27,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0191652,2019-03-27,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191666,2019-03-27,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191666,2019-03-27,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191740,2019-03-27,,FEMENINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0191771,2019-03-27,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191774,2019-03-27,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191801,2019-03-27,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0191854,2019-03-27,,FEMENINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0191951,2019-03-27,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0191965,2019-03-27,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0196265,2019-03-27,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0202518,2019-03-27,,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0206229,2019-03-27,,MASCULINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0206674,2019-03-27,,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2019-0235425,2019-03-27,,,,LEVEMENTE HERIDO,,
LC-2019-0188966,2019-03-27,,MASCULINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191935,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0191935,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0209040,2019-04-04,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0477514,2019-08-02,,MASCULINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0192071,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0192089,2019-03-28,,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0192201,2019-03-28,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0192254,2019-03-28,,FEMENINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0192472,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0192523,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0192737,2019-03-28,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0192762,2019-03-28,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0192885,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0192958,2019-03-28,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193027,2019-03-28,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0282378,2019-05-06,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193090,2019-03-28,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193123,2019-03-28,,,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193174,2019-03-28,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193271,2019-03-28,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0193377,2019-03-28,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0193521,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193790,2019-03-28,,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0193804,2019-03-28,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0193883,2019-03-28,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0193889,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194018,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194100,2019-03-28,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194129,2019-03-28,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0194148,2019-03-28,,FEMENINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0194183,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194192,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194315,2019-03-28,,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194324,2019-03-28,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0194339,2019-03-28,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0194363,2019-03-28,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194401,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194401,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194430,2019-03-28,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0194731,2019-03-28,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194864,2019-03-28,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0195072,2019-03-28,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0203192,2019-03-28,,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194675,2019-03-29,,,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0194781,2019-03-29,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0786193,2019-12-11,,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0194878,2019-03-29,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0194878,2019-03-29,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0194978,2019-03-29,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195101,2019-03-29,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0195235,2019-03-29,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195255,2019-03-29,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195255,2019-03-29,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195285,2019-03-29,,FEMENINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0195313,2019-03-29,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0195472,2019-03-29,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195651,2019-03-29,,,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195662,2019-03-29,,FEMENINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2019-0195876,2019-03-29,,,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2019-0195897,2019-03-29,,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2019-0195909,2019-03-29,,FEMENINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
