ID_HECHO,N_VICTIMAS,FECHA,HORA,COMUNA,TIPO_DE_CALLE,XY (CABA),LONGITUD,LATITUD,VEHICULO_ACUSADO
LC-2021-0136499,1,2021-03-25,20.0,10,CALLE,Point (96137.7160618804 101889.836496339),-58.5054107421,-34.612226808263,TRANSPORTE PUBLICO
LC-2021-0136614,1,2021-03-25,21.0,14,AVENIDA,Point (103232.998075886 104026.228423331),-58.428057900846,-34.592971019733,AUTO
LC-2021-0136639,1,2021-03-25,21.0,10,AVENIDA,Point (98397.3296608937 99545.417420312),-58.480778447991,-34.63336646758,AUTO
LC-2021-0136662,1,2021-03-25,23.0,3,AVENIDA,Point (106561.347308006 101840.087149179),-58.391760087818,-34.612662120884,AUTO
LC-2021-0137832,1,2021-03-25,9.0,6,AVENIDA,Point (101793.834279315 102355.586077197),-58.443742258112,-34.608034351449,
LC-2021-0139294,1,2021-03-25,12.0,1,AVENIDA,Point (108043.871697226 104041.5575639),-58.375616569391,-34.592806681632,AUTO
LC-2021-0143842,1,2021-03-25,7.0,,,,,,CAMIONETA
LC-2021-0136700,4,2021-03-26,0.0,7,CALLE,Point (99644.480363008 99594.6519007042),-58.467177119178,-34.632923906849,CAMIONETA
LC-2021-0136770,1,2021-03-26,2.0,1,AVENIDA,Point (107507.395023746 102046.083330772),-58.381446963752,-34.610798754294,AUTO
LC-2021-0136925,1,2021-03-26,8.0,9,GRAL PAZ,Point (93889.8678986184 98745.5934817346),-58.529942190033,-34.640559183402,CAMIONETA
LC-2021-0137550,1,2021-03-26,13.0,7,AVENIDA,Point (101853.947745625 98612.4531003822),-58.443078924715,-34.641776318873,CAMIONETA
LC-2021-0137640,10,2021-03-26,12.0,9,CALLE,Point (96444.1624950978 95607.1692198392),-58.502096288746,-34.668862207503,CAMIONETA
LC-2021-0137758,1,2021-03-26,14.0,10,GRAL PAZ,Point (93857.0121100285 101115.481220272),-58.530283216516,-34.619195917373,AUTO
LC-2021-0137809,1,2021-03-26,13.0,2,AVENIDA,Point (107011.233619325 103322.938815873),-58.386867046791,-34.599292132095,AUTO
LC-2021-0137919,1,2021-03-26,15.0,7,AVENIDA,Point (98884.1494274273 100201.305407349),-58.475468332915,-34.627454712151,AUTO
LC-2021-0137997,2,2021-03-26,14.0,6,CALLE,Point (101474.860032722 101413.56661212),-58.44721832708,-34.616526593523,TRANSPORTE PUBLICO
LC-2021-0138412,1,2021-03-26,15.0,1,CALLE,Point (107533.087229014 103220.303638145),-58.381177188498,-34.600213660744,MOTO
LC-2021-0138443,1,2021-03-26,17.0,11,CALLE,Point (97044.2590503001 102686.058108056),-58.495523755854,-34.605052395358,AUTO
LC-2021-0138451,1,2021-03-26,19.0,6,AVENIDA,Point (102349.533695882 100352.40070795),-58.437678277287,-34.62609078203,AUTO
LC-2021-0138554,1,2021-03-26,18.0,1,AVENIDA,Point (107538.919332372 101188.131285029),-58.381095687898,-34.618532447248,AUTO
LC-2021-0138717,1,2021-03-26,22.0,15,AVENIDA,Point (101990.277940903 102554.770203616),-58.441600967713,-34.60623847069,AUTO
LC-2021-0143404,2,2021-03-26,8.0,9,AVENIDA,Point (97525.2583674545 97121.7929296674),-58.490296409756,-34.655212119512,CAMIONETA
LC-2021-0138873,1,2021-03-27,1.0,1,AVENIDA,Point (106798.670885295 102237.532619854),-58.389175663227,-34.609077853751,TAXI
LC-2021-0138988,1,2021-03-27,8.0,10,CALLE,Point (97295.1724795555 98515.0904037755),-58.492801822054,-34.642651845406,AUTO
LC-2021-0139161,1,2021-03-27,10.0,14,AVENIDA,Point (102137.434854289 104745.102263235),-58.440001982292,-34.586493577058,AUTO
LC-2021-0139205,1,2021-03-27,11.0,5,AVENIDA,Point (104023.358345486 100895.226410012),-58.419427844853,-34.621192428121,
LC-2021-0139302,1,2021-03-27,13.0,7,CALLE,Point (99782.8075702388 100337.171408976),-58.465668305625,-34.62623059512,TRANSPORTE PUBLICO
LC-2021-0139311,1,2021-03-27,11.0,10,CALLE,Point (97574.0555843583 100306.779581779),-58.48975476668,-34.626501594716,AUTO
LC-2021-0139369,1,2021-03-27,11.0,12,CALLE,Point (97608.8702425925 108884.670299081),-58.489350413223,-34.549176735513,AUTO
LC-2021-0139373,1,2021-03-27,12.0,6,CALLE,Point (101183.287338848 100124.797397699),-58.450395833712,-34.628144432815,AUTO
LC-2021-0139477,1,2021-03-27,15.0,2,AVENIDA,Point (105588.247473038 103841.801214499),-58.402383026623,-34.594623537966,TAXI
LC-2021-0139517,1,2021-03-27,14.0,9,CALLE,Point (97634.2087466322 98370.7282720656),-58.489104326086,-34.643954035067,OBJETO FIJO
LC-2021-0139675,3,2021-03-27,16.0,11,CALLE,Point (99238.1311304007 102081.030260531),-58.471606306278,-34.610510459671,AUTO
LC-2021-0139777,1,2021-03-27,18.0,4,CALLE,Point (105476.26761373 97963.5598092823),-58.403566126304,-34.647612920057,MOVIL
LC-2021-0139898,1,2021-03-27,21.0,9,CALLE,Point (95231.0087082311 97219.0470557851),-58.515323276523,-34.654327204461,
LC-2021-0140495,1,2021-03-27,11.0,15,AVENIDA,Point (101245.722872261 103955.804146428),-58.449720336277,-34.59361008188,TAXI
LC-2021-0140009,1,2021-03-28,1.0,13,AVENIDA,Point (101308.007964943 106812.981612745),-58.449045597588,-34.567854100312,AUTO
LC-2021-0140092,2,2021-03-28,2.0,13,AVENIDA,Point (100310.5593117 107874.287461433),-58.459915456714,-34.558287706781,MOTO
LC-2021-0140192,1,2021-03-28,6.0,5,AVENIDA,Point (104109.226050773 98882.5775510335),-58.418481891796,-34.639334879502,AUTO
LC-2021-0140418,2,2021-03-28,11.0,3,CALLE,Point (105723.777890882 101056.232860255),-58.400887026797,-34.619733066011,OBJETO FIJO
LC-2021-0140635,1,2021-03-28,16.0,10,CALLE,Point (98434.9379530997 99535.5835509526),-58.480368314403,-34.633455173922,AUTO
LC-2021-0140650,1,2021-03-28,16.0,2,AVENIDA,Point (106701.365110346 103729.700486962),-58.390248243197,-34.595627461377,
LC-2021-0140699,1,2021-03-28,17.0,6,AVENIDA,Point (103255.813156502 100797.78656418),-58.427797026441,-34.622073471294,AUTO
LC-2021-0140871,1,2021-03-28,20.0,1,CALLE,Point (106916.64641649 102539.612276951),-58.387891851674,-34.606354001642,AUTO
LC-2021-0140879,1,2021-03-28,20.0,13,AVENIDA,Point (99887.680492277 107570.862168468),-58.464523244413,-34.56102294914,
LC-2021-0140921,1,2021-03-28,20.0,8,CALLE,Point (98702.1469847782 94568.3838525279),-58.477462092313,-34.678231624287,CAMIONETA
LC-2021-0140938,1,2021-03-28,20.0,12,AVENIDA,Point (97920.2382734077 109084.27328775),-58.485957586936,-34.54737810648,
LC-2021-0141066,1,2021-03-29,1.0,3,AVENIDA,Point (105479.364583752 100031.957907671),-58.403545585312,-34.628967600543,MOTO
LC-2021-0141231,1,2021-03-29,8.0,7,AVENIDA,Point (101504.794306312 99301.4431040534),-58.446888321399,-34.635566059474,AUTO
LC-2021-0141242,1,2021-03-29,6.0,1,CALLE,Point (107661.16327051 100134.772800785),-58.379753298234,-34.628026928588,
LC-2021-0141552,2,2021-03-29,9.0,13,CALLE,Point (99677.9227372915 110364.156742374),-58.466807622291,-34.535842721809,CAMIONETA
LC-2021-0141683,3,2021-03-29,10.0,1,AVENIDA,Point (109240.913376794 101949.842790336),-58.362545480771,-34.611652253641,AUTO
LC-2021-0141867,1,2021-03-29,12.0,3,AVENIDA,Point (106427.307994792 100199.920657073),-58.393209220968,-34.627448068695,CAMION
LC-2021-0141951,3,2021-03-29,12.0,15,AVENIDA,Point (100702.245260578 105062.794662578),-58.455645468945,-34.583631660925,AUTO
LC-2021-0142179,1,2021-03-29,13.0,3,CALLE,Point (106043.288060858 102219.147215757),-58.397411260013,-34.609248272399,
LC-2021-0142257,1,2021-03-29,13.0,15,AVENIDA,Point (98989.7551129746 105324.77516684),-58.474310259452,-34.581269700826,
LC-2021-0142273,1,2021-03-29,0.0,,,,,,AUTO
LC-2021-0142365,1,2021-03-29,15.0,5,AVENIDA,Point (104140.339127441 101655.910625229),-58.418155913973,-34.61433485628,AUTO
LC-2021-0142476,1,2021-03-29,0.0,,,,,,CAMION
LC-2021-0142582,2,2021-03-29,15.0,12,GRAL PAZ,Point (96563.6649481764 108815.738810569),-58.500738109269,-34.5497951022,CAMIONETA
LC-2021-0142637,1,2021-03-29,12.0,4,CALLE,Point (105643.196871724 98166.2124248592),-58.401746638524,-34.645785240692,CAMIONETA
LC-2021-0142712,1,2021-03-29,17.0,10,AVENIDA,Point (95585.4884326063 99421.4832652416),-58.511444763556,-34.634475256398,AUTO
LC-2021-0142751,1,2021-03-29,18.0,3,CALLE,Point (105625.188042427 102416.662172489),-58.401970993174,-34.60747014522,MOTO
LC-2021-0142840,1,2021-03-29,17.0,7,AVENIDA,Point (100794.209333522 97609.1806383946),-58.454636620405,-34.650821491519,CAMIONETA
LC-2021-0143138,1,2021-03-29,22.0,15,AVENIDA,Point (102056.468934204 102597.630610169),-58.440879431102,-34.605851982035,AUTO
LC-2021-0215606,1,2021-03-29,10.0,12,CALLE,Point (97975.295874415 108284.850184974),-58.485359705919,-34.554584620372,
LC-2021-0143364,4,2021-03-30,8.0,11,AVENIDA,Point (99013.3005419959 101461.7852332),-58.47405837505,-34.616092384876,TRANSPORTE PUBLICO
LC-2021-0143432,1,2021-03-30,7.0,4,CALLE,Point (104073.681024104 97508.4837228564),-58.418863051389,-34.651721596145,AUTO
LC-2021-0143616,1,2021-03-30,10.0,,,,,,AUTO
LC-2021-0143653,1,2021-03-30,9.0,6,AVENIDA,Point (101391.790993308 100659.755181344),-58.448122898909,-34.623321863185,MOTO
LC-2021-0143695,1,2021-03-30,9.0,13,AVENIDA,Point (101216.710080767 109518.748026942),-58.450044196176,-34.543463088325,
LC-2021-0143898,1,2021-03-30,11.0,1,CALLE,Point (107138.900070489 103330.07222567),-58.385475358428,-34.599226955664,TRANSPORTE PUBLICO
LC-2021-0144071,1,2021-03-30,12.0,15,CALLE,Point (99504.7047973575 104317.461607639),-58.468698426979,-34.590350484513,CAMIONETA
LC-2021-0144107,1,2021-03-30,13.0,12,GRAL PAZ,Point (98376.4418966902 109821.711383256),-58.480985943801,-34.540731307118,CAMIONETA
LC-2021-0144289,4,2021-03-30,14.0,15,AVENIDA,Point (100936.685965075 103155.468989806),-58.453088225463,-34.600824962274,AUTO
LC-2021-0144434,1,2021-03-30,15.0,11,AVENIDA,Point (98398.3395937275 100797.669863268),-58.480764986916,-34.622078178902,MOVIL
LC-2021-0144756,2,2021-03-30,15.0,10,CALLE,Point (98685.197232668 100141.461839085),-58.477638029049,-34.627993918944,CAMIONETA
LC-2021-0144806,1,2021-03-30,15.0,1,AVENIDA,Point (107165.606275975 105633.417283562),-58.385203502902,-34.578463408912,CAMIONETA
LC-2021-0144818,4,2021-03-30,17.0,9,AVENIDA,Point (98785.4536006114 97051.540788713),-58.476549343303,-34.655847733094,AUTO
LC-2021-0144824,1,2021-03-30,16.0,14,AVENIDA,Point (103968.961515736 105292.216592294),-58.420041276205,-34.581556296032,CAMIONETA
LC-2021-0145055,1,2021-03-30,19.0,9,AVENIDA,Point (99258.0499405497 98517.8069940352),-58.471392482341,-34.64263076229,CAMIONETA
LC-2021-0145057,1,2021-03-30,17.0,13,GRAL PAZ,Point (98817.74986778 110096.313674954),-58.476178020985,-34.538256524689,
LC-2021-0145089,1,2021-03-30,19.0,9,AVENIDA,Point (98740.3093154778 96674.166327488),-58.477042401429,-34.659249459662,TRANSPORTE PUBLICO
LC-2021-0145102,1,2021-03-30,20.0,3,CALLE,Point (105732.353650415 100641.964315922),-58.400790742573,-34.623467398042,
LC-2021-0145171,1,2021-03-30,19.0,14,AVENIDA,Point (103903.579692658 105258.251208581),-58.420753727261,-34.581862722433,TAXI
LC-2021-0145204,1,2021-03-30,20.0,10,CALLE,Point (94500.9949151827 99449.3746162158),-58.523272113978,-34.634218532899,AUTO
LC-2021-0145261,1,2021-03-30,21.0,4,AVENIDA,Point (108735.027619608 97765.2125802774),-58.368018330516,-34.649378473227,
LC-2021-0145336,1,2021-03-30,23.0,1,CALLE,Point (107875.38023889 101436.361999131),-58.37742922313,-34.616292288378,
LC-2021-0145376,1,2021-03-30,21.0,8,CALLE,Point (97059.2360305947 94648.6010382435),-58.495388892083,-34.677505032162,
hC-2021-0147160,2,2021-03-31,18.0,7,AVENIDA,Point (99478.1353047006 99680.0161500158),-58.468991194585,-34.632154320814,
LC-2021-0132154,2,2021-03-31,9.0,3,AVENIDA,Point (106238.557214732 102220.589746465),-58.395282301438,-34.609234111002,TRANSPORTE PUBLICO
LC-2021-0145940,1,2021-03-31,9.0,7,CALLE,Point (100030.16889295 99315.0590152058),-58.462970867844,-34.635444345128,
LC-2021-0146204,1,2021-03-31,11.0,7,AVENIDA,Point (100264.298126367 100883.758986071),-58.460417800606,-34.621303453549,AUTO
LC-2021-0146394,1,2021-03-31,13.0,1,AVENIDA,Point (107498.832418864 102238.549241577),-58.381542009623,-34.609063850489,TAXI
LC-2021-0146434,1,2021-03-31,14.0,11,CALLE,Point (100022.712712109 102507.673635872),-58.463052064704,-34.606664842738,AUTO
LC-2021-0146624,1,2021-03-31,13.0,2,AVENIDA,Point (105942.135488851 103756.71943633),-58.398524763299,-34.595388534127,AUTO
LC-2021-0146642,1,2021-03-31,12.0,14,AVENIDA,Point (103956.861347856 103494.401103794),-58.420164899352,-34.597762647273,AUTO
LC-2021-0146792,1,2021-03-31,13.0,2,CALLE,Point (106728.485429953 103710.451733775),-58.389952454407,-34.595800802015,MOTO
LC-2021-0146863,1,2021-03-31,16.0,5,CALLE,Point (103758.405334529 98810.3114866553),-58.422307865873,-34.639987639749,
LC-2021-0146881,1,2021-03-31,15.0,8,,Point (101612.23193724770681001 95637.75065723290026654),-58.4457098494702,-34.6685917178795,TAXI
LC-2021-0146975,1,2021-03-31,18.0,1,CALLE,Point (108313.397735563 103279.345999728),-58.372671164592,-34.59967544837,CAMIONETA
LC-2021-0146992,1,2021-03-31,18.0,15,AVENIDA,Point (101027.735508541 103230.355444479),-58.452095721214,-34.600149821397,AUTO
LC-2021-0146993,1,2021-03-31,17.0,8,AVENIDA,Point (99574.7007183389 95883.5956089232),-58.467940229768,-34.666376661677,AUTO
LC-2021-0147015,1,2021-03-31,15.0,8,AUTOPISTA,Point (100134.88254081 96785.0926923205),-58.461828603854,-34.658250371771,CAMION
LC-2021-0147129,1,2021-03-31,19.0,10,AVENIDA,Point (94287.3557258501 99408.6008385456),-58.525602342263,-34.634584903605,CAMIONETA
LC-2021-0147152,1,2021-03-31,18.0,11,CALLE,Point (95775.195096673 101868.916501913),-58.509363462559,-34.612413941885,
LC-2021-0147155,2,2021-03-31,17.0,14,AVENIDA,Point (102991.79032889 105201.551765608),-58.430691277907,-34.582376847824,CAMIONETA
LC-2021-0147224,1,2021-03-31,19.0,10,AVENIDA,Point (97074.589904796 99181.7088504066),-58.495205397361,-34.636642082439,
LC-2021-0147239,1,2021-03-31,17.0,13,GRAL PAZ,Point (98817.74986778 110096.313674954),-58.476178020985,-34.538256524689,AUTO
LC-2021-0147260,1,2021-03-31,21.0,10,CALLE,Point (95959.3424971358 101599.584241669),-58.507356974273,-34.614842563992,AUTO
LC-2021-0147318,1,2021-03-31,20.0,1,AVENIDA,Point (107547.522909504 100786.867056927),-58.380998330204,-34.622149537067,OBJETO FIJO
LC-2021-0147341,1,2021-03-31,16.0,13,CALLE,Point (99611.3841887721 108443.963717592),-58.467533438631,-34.553152298733,AUTO
LC-2021-0147459,1,2021-03-31,22.0,1,CALLE,Point (108635.385562294 103042.736126052),-58.369158628264,-34.601805708157,
LC-2021-0147667,1,2021-03-31,13.0,3,AVENIDA,Point (106469.734000663 103155.353476881),-58.392768905663,-34.600806343082,TRANSPORTE PUBLICO
LC-2021-0147825,1,2021-03-31,11.0,1,AVENIDA,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,TRANSPORTE PUBLICO
LC-2021-0151896,1,2021-03-31,10.0,3,AVENIDA,Point (104785.311546756 100963.530414174),-58.41111965444,-34.620573478604,AUTO
LC-2021-0160037,1,2021-03-31,14.0,13,CALLE,Point (101393.073122573 107077.546406601),-58.448119029676,-34.565469079278,AUTO
LC-2021-0164608,1,2021-03-31,21.0,14,AVENIDA,Point (103664.303717879 107386.466934166),-58.423370671544,-34.562678856054,AUTO
LC-2021-0147519,1,2021-04-01,0.0,10,CALLE,Point (95801.8384152957 99467.2335081512),-58.509085011365,-34.634063766655,
LC-2021-0147520,1,2021-04-01,0.0,,,,,,MOTO
LC-2021-0147529,2,2021-04-01,1.0,3,CALLE,Point (106509.30794736 100562.971400022),-58.392317765056,-34.624174876742,OBJETO FIJO
LC-2021-0147562,1,2021-04-01,3.0,1,AVENIDA,Point (108683.484197551 103194.740757911),-58.368635813324,-34.600435072012,
LC-2021-0147640,1,2021-04-01,4.0,7,AVENIDA,Point (101074.941988856 99848.1936904688),-58.451577030803,-34.630637959013,
LC-2021-0147785,1,2021-04-01,9.0,10,AVENIDA,Point (98602.1832406216 99143.1325657253),-58.478545024306,-34.636993125926,AUTO
LC-2021-0147795,1,2021-04-01,9.0,5,AVENIDA,Point (104078.210650961 100380.558794364),-58.418827276769,-34.625831630512,TAXI
LC-2021-0147913,1,2021-04-01,10.0,,,,,,AUTO
LC-2021-0148009,1,2021-04-01,10.0,1,CALLE,Point (106674.269410024 102348.009521641),-58.390532839089,-34.608082779432,
LC-2021-0148091,1,2021-04-01,10.0,7,CALLE,Point (99331.1760154149 100395.149733727),-58.470593284517,-34.625707736518,TAXI
LC-2021-0148092,1,2021-04-01,10.0,8,CALLE,Point (102066.573846893 96110.1007973213),-58.440753866699,-34.664333005778,
LC-2021-0148227,1,2021-04-01,13.0,3,CALLE,Point (106297.992853663 101564.982482942),-58.394629466424,-34.615143661113,AUTO
LC-2021-0148293,1,2021-04-01,0.0,,,,,,AUTO
LC-2021-0148396,1,2021-04-01,18.0,3,AVENIDA,Point (105801.336377573 101181.605461107),-58.400042169631,-34.618602476232,AUTO
LC-2021-0148556,1,2021-04-01,17.0,12,AVENIDA,Point (95891.4017082469 106533.608554228),-58.508073577132,-34.57036483292,AUTO
LC-2021-0148733,1,2021-04-01,22.0,4,AVENIDA,Point (104268.81672534 96952.1694705855),-58.416731683469,-34.656735622078,AUTO
LC-2021-0153934,1,2021-04-01,22.0,6,AVENIDA,Point (103255.813156502 100797.78656418),-58.427797026441,-34.622073471294,AUTO
LC-2021-0160205,1,2021-04-01,20.0,10,CALLE,Point (94196.4684373193 100800.006057665),-58.526583949448,-34.622041729256,AUTO
LC-2021-0162385,1,2021-04-01,21.0,15,CALLE,Point (102288.469969257 103622.333574437),-58.438352781119,-34.596614392847,
LC-2021-0148903,1,2021-04-02,5.0,,,,,,OBJETO FIJO
LC-2021-0148997,1,2021-04-02,9.0,3,CALLE,Point (105823.800491814 103121.483217082),-58.39981040905,-34.60111549643,TRANSPORTE PUBLICO
LC-2021-0149102,1,2021-04-02,3.0,3,AVENIDA,Point (104728.911091964 102792.945130561),-58.411744734973,-34.604082645752,AUTO
LC-2021-0149133,1,2021-04-02,11.0,2,AVENIDA,Point (107289.229897799 104611.122036968),-58.383847460509,-34.587677971987,AUTO
LC-2021-0149212,1,2021-04-02,12.0,1,AVENIDA,Point (108741.482386707 100448.085028098),-58.367975421728,-34.625194033298,AUTO
LC-2021-0149240,5,2021-04-02,13.0,9,CALLE,Point (95750.3630158215 95708.9596385757),-58.509665504699,-34.667941954296,AUTO
LC-2021-0149537,1,2021-04-02,17.0,3,AVENIDA,Point (105529.595155166 101633.257600043),-58.403008141331,-34.614532588746,AUTO
LC-2021-0149664,1,2021-04-02,19.0,14,AVENIDA,Point (102551.906310674 107212.042418799),-58.435491583099,-34.564254506125,AUTO
LC-2021-0149790,1,2021-04-02,22.0,15,AVENIDA,Point (101742.819870789 103827.755333883),-58.444301374112,-34.594763673349,
LC-2021-0150382,1,2021-04-02,11.0,11,CALLE,Point (99238.1311304007 102081.030260531),-58.471606306278,-34.610510459671,AUTO
LC-2021-0169376,1,2021-04-02,17.0,15,AVENIDA,Point (98575.3003470429 103283.44421792),-58.478830996805,-34.599670650896,AUTO
LC-2021-0149828,1,2021-04-03,0.0,8,AVENIDA,Point (100579.807328049 95291.0386735826),-58.456973920711,-34.671718142407,
LC-2021-0149869,1,2021-04-03,0.0,7,CALLE,Point (100904.36850902 100276.182907983),-58.453437656542,-34.626780053767,AUTO
LC-2021-0149989,2,2021-04-03,5.0,12,GRAL PAZ,Point (95720.9483675134 106663.037560225),-58.509930461176,-34.56919739421,CAMION
LC-2021-0150355,1,2021-04-03,12.0,7,CALLE,Point (102249.519696222 99473.8967261517),-58.43876665088,-34.634010173947,AUTO
LC-2021-0150364,1,2021-04-03,0.0,,,,,,AUTO
LC-2021-0150428,1,2021-04-03,14.0,,,,,,TRANSPORTE PUBLICO
LC-2021-0150454,1,2021-04-03,14.0,4,AVENIDA,Point (103849.096180648 98599.7609001094),-58.421317779098,-34.641885288452,AUTO
LC-2021-0150480,2,2021-04-03,13.0,4,CALLE,Point (106564.845978767 96769.7576359991),-58.391682996013,-34.658367928539,CAMION
LC-2021-0150540,1,2021-04-03,15.0,11,CALLE,Point (99969.1810380568 101644.864868642),-58.463635776286,-34.614442555585,AUTO
LC-2021-0150571,1,2021-04-03,15.0,8,AVENIDA,Point (99732.1947866065 94453.3636117715),-58.466222479451,-34.679269295785,MOTO
LC-2021-0150740,2,2021-04-03,18.0,4,CALLE,Point (107962.217436217 97968.7307567625),-58.376450033668,-34.647550143393,CAMIONETA
LC-2021-0150862,1,2021-04-03,17.0,9,AUTOPISTA,Point (93832.9863375184 99288.9691929889),-58.530558598329,-34.635660651426,AUTO
LC-2021-0150953,1,2021-04-03,22.0,1,CALLE,Point (108206.572076385 103956.985948994),-58.373842227962,-34.593567768001,TRANSPORTE PUBLICO
LC-2021-0151009,1,2021-04-04,0.0,5,AVENIDA,Point (104078.210650961 100380.558794364),-58.418827276769,-34.625831630512,TAXI
LC-2021-0151225,1,2021-04-04,8.0,9,AVENIDA,Point (97170.788167806 98258.7612792115),-58.494159369011,-34.64496214703,
LC-2021-0151478,1,2021-04-04,16.0,8,AVENIDA,Point (96633.8515910477 95062.4712815051),-58.500028878873,-34.673772941755,
LC-2021-0151500,1,2021-04-04,0.0,9,AVENIDA,Point (97977.1065455395 96385.1026839169),-58.485369113229,-34.661853913926,
LC-2021-0151528,1,2021-04-04,14.0,7,AVENIDA,Point (100787.780444775 98833.3479590086),-58.45470780687,-34.639786407439,AUTO
LC-2021-0151564,1,2021-04-04,16.0,6,AVENIDA,Point (101049.610297544 100475.507802631),-58.45185402263,-34.62498313053,
LC-2021-0151763,1,2021-04-04,20.0,8,GRAL PAZ,Point (99704.7513554665 91992.0088570616),-58.466522959862,-34.701456668194,AUTO
LC-2021-0151827,1,2021-04-04,21.0,13,CALLE,Point (99269.4280603962 108419.128252188),-58.471259219222,-34.55337597368,MOTO
LC-2021-0152150,1,2021-04-05,8.0,8,CALLE,Point (99566.0728821547 93798.6744656774),-58.468035566585,-34.685170799851,AUTO
LC-2021-0152239,1,2021-04-05,8.0,14,CALLE,Point (103911.886338658 104824.707717983),-58.420661223798,-34.585770848132,
LC-2021-0152297,1,2021-04-05,9.0,6,CALLE,Point (101581.995597521 100376.372154768),-58.446048285626,-34.625876123788,AUTO
LC-2021-0152316,1,2021-04-05,9.0,1,CALLE,Point (106954.951352452 101257.813716834),-58.387463813973,-34.617908395522,MOTO
LC-2021-0152733,1,2021-04-05,5.0,1,CALLE,Point (108047.762987844 100978.926668062),-58.375545310429,-34.620414461778,AUTO
LC-2021-0152762,1,2021-04-05,11.0,14,CALLE,Point (103109.653220257 105088.500354993),-58.429406255957,-34.5833956009,AUTO
LC-2021-0152922,2,2021-04-05,13.0,13,AVENIDA,Point (100316.445091159 106017.993824325),-58.459850754018,-34.575021226195,AUTO
LC-2021-0153082,1,2021-04-05,14.0,6,AVENIDA,Point (103087.026914316 100205.650634947),-58.429635425946,-34.627411729453,AUTO
LC-2021-0153125,1,2021-04-05,14.0,11,AVENIDA,Point (98852.1995171703 101199.735564488),-58.475815334735,-34.61845443037,
LC-2021-0153310,1,2021-04-05,15.0,3,AVENIDA,Point (105605.558974289 100607.445523423),-58.402173162117,-34.623779257788,AUTO
LC-2021-0153423,1,2021-04-05,17.0,4,CALLE,Point (108120.587191132 99045.0977387477),-58.37473282333,-34.637846153805,TRANSPORTE PUBLICO
LC-2021-0153433,1,2021-04-05,16.0,6,CALLE,Point (102975.797475233 102524.094752598),-58.430856379256,-34.606512660988,AUTO
LC-2021-0153452,1,2021-04-05,14.0,4,CALLE,Point (108985.83341781 98603.3190806613),-58.365291380739,-34.64182133331,TAXI
LC-2021-0153518,1,2021-04-05,17.0,,,,,,
LC-2021-0153525,1,2021-04-05,17.0,,,,,,
LC-2021-0153585,3,2021-04-05,16.0,11,CALLE,Point (95256.8637360588 103002.446522201),-58.515008503108,-34.602193538703,CAMIONETA
LC-2021-0153606,1,2021-04-05,17.0,4,AVENIDA,Point (108463.882904282 99965.6900365496),-58.370997809805,-34.629544837337,TRANSPORTE PUBLICO
LC-2021-0153628,1,2021-04-05,17.0,,,,,,CAMIONETA
LC-2021-0153684,1,2021-04-05,18.0,14,CALLE,Point (104370.266762619 104649.025680484),-58.415664132359,-34.587352701327,
LC-2021-0153736,1,2021-04-05,17.0,13,AVENIDA,Point (100231.312038661 107977.269021662),-58.460778963913,-34.557359396916,AUTO
LC-2021-0153911,1,2021-04-05,20.0,6,AVENIDA,Point (103255.813156502 100797.78656418),-58.427797026441,-34.622073471294,
LC-2021-0153926,1,2021-04-05,21.0,1,CALLE,Point (107387.058250327 103876.264372894),-58.382774795878,-34.594301604803,TAXI
LC-2021-0153936,1,2021-04-05,21.0,14,AVENIDA,Point (103956.90165674 104600.930567751),-58.420169543531,-34.587787905454,AUTO
LC-2021-0154112,1,2021-04-05,22.0,3,AVENIDA,Point (105304.230908591 102739.356026881),-58.405472227484,-34.604562939849,TRANSPORTE PUBLICO
LC-2021-0161052,1,2021-04-05,18.0,14,AVENIDA,Point (105271.319167538 105486.111698572),-58.405847905139,-34.579802650853,AUTO
LC-2021-0154402,3,2021-04-06,9.0,8,CALLE,Point (99453.8655285894 95302.1238023922),-58.469258982253,-34.671618175496,
LC-2021-0154552,2,2021-04-06,8.0,2,AVENIDA,Point (105058.94010009 103459.955321887),-58.408150667452,-34.598068377123,CAMION
LC-2021-0154616,1,2021-04-06,10.0,,,,,,AUTO
LC-2021-0154694,2,2021-04-06,9.0,14,AVENIDA,Point (103965.45958231 107084.948127687),-58.420087690578,-34.565395790276,CICLISTA
LC-2021-0154824,1,2021-04-06,12.0,,,,,,MOVIL
LC-2021-0154941,1,2021-04-06,11.0,,,,,,AUTO
LC-2021-0158992,1,2021-04-06,14.0,7,AVENIDA,Point (103421.975733914 99868.4103265485),-58.425981428843,-34.630450698797,
LC-2021-0159023,1,2021-04-06,12.0,3,CALLE,Point (105508.472315479 100358.15281227),-58.403230254221,-34.626026999848,
LC-2021-0159306,1,2021-04-06,15.0,10,CALLE,Point (97187.0871262646 98409.1560557216),-58.493981080292,-34.643606479604,AUTO
LC-2021-0159352,1,2021-04-06,8.0,3,CALLE,Point (106428.669064163 101222.178583383),-58.393202061241,-34.618233028865,AUTO
LC-2021-0159422,2,2021-04-06,13.0,1,AVENIDA,Point (106588.969357407 101403.654790577),-58.391455558264,-34.616596121927,TRANSPORTE PUBLICO
LC-2021-0159553,1,2021-04-06,18.0,4,AVENIDA,Point (107915.494885101 99942.2235628945),-58.376977977719,-34.629760722485,CAMIONETA
